,start_time,open,high,low,close,position
39,2017-08-17T23:11:00+08:00,1317.5,1317.5,1316.0,1318.0,23210
40,2017-08-17T23:15:00+08:00,1317.5,1317.5,1315.5,1315.5,23212
41,2017-08-17T23:18:00+08:00,1317.0,1317.0,1314.5,1314.5,23204
42,2017-08-17T23:25:00+08:00,1314.5,1316.0,1312.5,1312.5,23194
43,2017-08-17T23:29:00+08:00,1312.5,1313.0,1310.0,1312.0,23126
44,2017-08-18T09:02:00+08:00,1312.0,1316.0,1312.0,1315.0,23084
45,2017-08-18T09:05:00+08:00,1313.5,1316.5,1313.5,1313.5,23098
46,2017-08-18T09:08:00+08:00,1313.5,1313.5,1312.0,1312.0,23068
47,2017-08-18T09:11:00+08:00,1312.0,1313.0,1311.5,1313.5,23012
48,2017-08-17T09:00:00+08:00,1312.0,1313.5,1310.5,1302.0,25848
49,2017-08-17T09:01:00+08:00,1311.5,1313.5,1290.0,1295.5,25750
50,2017-08-17T09:02:00+08:00,1291.0,1306.0,1290.0,1292.5,25716
51,2017-08-17T09:03:00+08:00,1302.0,1302.0,1292.5,1295.5,25702
52,2017-08-17T09:04:00+08:00,1294.0,1297.0,1292.0,1293.0,25692
53,2017-08-17T09:05:00+08:00,1292.5,1295.5,1292.0,1295.0,25684
54,2017-08-17T09:06:00+08:00,1295.0,1295.0,1293.0,1294.0,25652
55,2017-08-17T09:07:00+08:00,1293.5,1296.5,1293.0,1293.5,25630
56,2017-08-17T09:08:00+08:00,1294.5,1296.5,1293.5,1295.5,25618
57,2017-08-17T09:09:00+08:00,1294.0,1296.0,1293.5,1296.0,25592
58,2017-08-17T09:30:00+08:00,1300.5,1302.0,1298.0,1299.0,25366
59,2017-08-17T09:31:00+08:00,1299.0,1302.5,1299.0,1300.5,25384
60,2017-08-17T09:32:00+08:00,1302.0,1302.5,1299.0,1301.0,25342
61,2017-08-17T09:33:00+08:00,1299.0,1302.5,1299.0,1301.5,25340
62,2017-08-17T09:34:00+08:00,1300.5,1302.5,1300.0,1301.0,25346
63,2017-08-17T09:35:00+08:00,1301.0,1303.0,1301.0,1302.0,25322
64,2017-08-17T09:36:00+08:00,1303.0,1303.5,1301.0,1301.0,25318
65,2017-08-17T09:37:00+08:00,1303.0,1303.5,1299.5,1303.5,25334
66,2017-08-17T09:38:00+08:00,1301.0,1303.5,1299.5,1303.5,25334
67,2017-08-17T09:39:00+08:00,1301.0,1304.0,1300.5,1303.5,25334
